10 0.00
20 0.00
30 0.00
40 0.00
50 0.00
60 0.00
70 0.00
80 0.00
90 0.00
100 0.01
110 0.01
120 0.01
130 0.01
140 0.02
150 0.02
160 0.03
170 0.03
180 0.04
190 0.04
200 0.05
210 0.06
220 0.07
230 0.08
240 0.09
250 0.11
260 0.12
270 0.13
280 0.14
290 0.17
300 0.18
310 0.19
320 0.20
330 0.24
340 0.30
350 0.28
360 0.41
370 0.44
380 0.39
390 0.45
400 0.50
410 0.50
420 0.57
430 0.59
440 0.63
450 0.66
460 0.68
470 0.71
480 0.82
490 0.84
500 0.93
510 1.03
520 1.11
530 1.18
540 1.21
550 1.28
560 1.34
570 1.35
580 1.45
590 1.57
600 1.60
610 1.68
620 1.73
630 1.84
640 1.89
650 1.94
660 2.11
670 2.06
680 2.27
690 2.48
700 2.41
710 2.32
720 2.53
730 2.67
740 2.89
750 2.69
760 3.06
770 3.03
780 3.34
790 3.28
800 3.51
810 3.67
820 3.92
830 3.88
840 4.06
850 4.33
860 4.42
870 4.61
880 4.63
890 4.87
900 5.13
910 5.03
920 5.69
930 5.37
940 5.53
950 5.81
960 6.13
970 6.00
980 6.28
990 6.65
1000 6.58
