10 0.00
60 0.00
110 0.00
160 0.00
210 0.00
260 0.00
310 0.00
360 0.01
410 0.00
460 0.00
510 0.00
560 0.00
610 0.00
660 0.00
710 0.01
760 0.01
810 0.01
860 0.14
910 0.01
960 0.02
1010 0.01
1060 0.16
1110 0.01
1160 0.01
1210 0.02
1260 0.01
1310 0.01
1360 0.02
1410 0.02
1460 0.02
1510 0.02
1560 0.02
1610 0.02
1660 0.02
1710 0.02
1760 0.03
1810 1.32
1860 0.03
1910 0.03
1960 0.03
2010 0.04
2060 0.04
2110 0.08
2160 0.04
2210 1.14
2260 0.05
2310 0.04
2360 0.05
2410 0.05
2460 0.05
2510 0.05
2560 0.06
2610 0.05
2660 0.13
2710 0.05
2760 0.06
2810 0.15
2860 0.06
2910 0.06
2960 0.05
3010 0.07
3060 7.15
3110 0.07
3160 0.17
3210 0.08
3260 0.07
3310 0.11
3360 0.08
3410 0.08
3460 0.10
3510 0.08
3560 0.10
3610 0.10
3660 0.09
3710 0.18
3760 0.10
3810 0.10
3860 0.10
3910 0.11
3960 0.11
4010 0.11
4060 0.11
4110 0.12
4160 0.12
4210 3.57
4260 0.36
4310 0.12
4360 0.13
4410 0.15
