10 7552
20 25858
30 65443
40 122919
50 163851
60 267571
70 422509
80 562571
90 670826
100 896909
110 1317459
120 1686397
130 1875424
140 2489373
150 2716851
160 3283819
170 3606233
180 4099068
190 4545742
200 5141910
210 5358002
220 6667348
230 7317727
240 8879044
250 8979093
260 11356849
270 13010078
280 12332576
290 15429991
300 14965150
310 16844221
320 18477457
330 19744481
340 19683196
350 20485028
360 23417872
370 28943377
380 26972162
390 30964801
400 33705785
410 33147914
420 36591321
430 40511466
440 40623471
450 46264719
460 48444310
470 52000539
480 51842985
490 53990150
500 59241369
510 67548286
520 68024374
530 69777812
540 77443286
550 75753738
560 80625918
570 79528414
580 93804921
590 91207626
600 94488893
610 105096629
620 99767426
630 103122368
640 112903723
650 117250111
660 114911504
670 131612182
680 130271913
690 127774677
700 139305559
710 137226832
720 149428440
730 157538735
740 166104131
750 158166369
760 182288152
770 185325323
780 187109020
790 218093833
800 212584460
810 222061147
820 236608570
830 225546010
840 250825919
850 232654349
860 275711624
870 275195273
880 266265458
890 286482308
900 281649140
910 302361173
920 305868349
930 295855979
940 330362449
950 350167947
960 346811240
970 344303233
980 363747926
990 382138370
1000 362787952
