10 39070
20 34502
30 48815
40 71731
50 90713
60 129092
70 155767
80 187687
90 237863
100 248011
110 302317
120 326125
130 372880
140 411401
150 502928
160 588501
170 561699
180 605873
190 676523
200 726605
210 778044
220 823589
230 889498
240 987469
250 1009384
260 1070228
270 1156128
280 1171569
290 1267006
300 1358637
310 1408586
320 1404578
330 1547612
340 1580307
350 1748887
360 1698885
370 1779042
380 1861377
390 2096852
400 2046937
410 2136681
420 2258201
430 2517363
440 2398603
450 2535573
460 2558920
470 2756174
480 2744087
490 2866119
500 2922285
510 3076131
520 3102547
530 3197653
540 3353415
550 3347251
560 3518144
570 3506169
580 3754258
590 3742126
600 3832654
610 4097689
620 4132263
630 4188071
640 4310826
650 4412187
660 4558060
670 4543947
680 4610810
690 4905277
700 5006597
710 5088758
720 5376485
730 5195753
740 5488587
750 5640321
760 5615967
770 5780998
780 5909072
790 6193499
800 6274388
810 6235312
820 6532712
830 6536668
840 6569484
850 6906485
860 7018586
870 7011522
880 7424545
890 7337090
900 7660078
910 7855556
920 7694141
930 8023488
940 7914171
950 8524434
960 8602005
970 8713947
980 8762074
990 9056779
1000 9138559
