10 0.00
20 0.00
30 0.01
40 0.02
50 0.04
60 0.00
70 0.00
80 0.00
90 0.01
100 0.01
110 0.01
120 0.01
130 0.01
140 0.01
150 0.01
160 0.01
170 0.02
180 0.02
190 0.02
200 0.02
210 0.02
220 0.02
230 0.02
240 0.02
250 0.03
260 0.03
270 0.03
280 0.03
290 0.03
300 0.03
310 0.04
320 0.04
330 0.04
340 0.04
350 0.04
360 0.04
370 0.04
380 0.05
390 0.05
400 0.05
410 0.05
420 0.05
430 0.05
440 0.05
450 0.06
460 0.06
470 0.06
480 0.06
490 0.06
500 0.06
510 0.07
520 0.06
530 0.06
540 0.07
550 0.07
560 0.07
570 0.08
580 0.07
590 0.08
600 0.07
610 0.08
620 0.08
630 0.08
640 0.08
650 0.09
660 0.09
670 0.08
680 0.09
690 0.10
700 0.09
710 0.10
720 0.10
730 0.10
740 0.10
750 0.11
760 0.10
770 0.11
780 0.10
790 0.10
800 0.10
810 0.12
820 0.12
830 0.12
840 0.11
850 0.11
860 0.12
870 0.12
880 0.13
890 0.13
900 0.12
910 0.12
920 0.13
930 0.13
940 0.14
950 0.14
960 0.14
970 0.14
980 0.13
990 0.15
1000 0.15
