10 39070
20 301475
30 1353520
40 3238385
50 6339950
60 707617
70 759333
80 842815
90 966725
100 1077510
110 1179587
120 1305743
130 1444366
140 1607170
150 1815569
160 1973185
170 2134044
180 2284286
190 2419358
200 2598620
210 2740027
220 2972731
230 3096276
240 3231663
250 3375346
260 3502739
270 3700665
280 3831960
290 3991573
300 4171030
310 4266114
320 4510806
330 4637459
340 4855571
350 5074733
360 5113360
370 5360431
380 5547029
390 5685078
400 5910945
410 6322688
420 6551095
430 6830285
440 7006161
450 7207251
460 7391413
470 7620958
480 7779720
490 7975135
500 8131727
510 8419327
520 8646074
530 8797519
540 8952634
550 9123797
560 9313545
570 9574545
580 9737086
590 10002560
600 10219518
610 10464448
620 10590506
630 10883257
640 11025196
650 11276904
660 11449954
670 11577136
680 11672533
690 12129733
700 12315288
710 12726560
720 13157857
730 13035968
740 13321798
750 13483289
760 13753665
770 13969684
780 14374500
790 14371152
800 14488713
810 14861809
820 15085020
830 15304506
840 15375991
850 15790177
860 15985567
870 16232297
880 16270460
890 16631454
900 17075311
910 17133231
920 17627090
930 17858759
940 18080382
950 18295736
960 18619016
970 18865899
980 19106722
990 19350340
1000 19648407
