10 0.00
20 0.00
30 0.00
40 0.00
50 0.00
60 0.00
70 0.00
80 0.00
90 0.00
100 0.01
110 0.01
120 0.01
130 0.02
140 0.02
150 0.02
160 0.02
170 0.03
180 0.03
190 0.04
200 0.05
210 0.06
220 0.07
230 0.07
240 0.09
250 0.09
260 0.10
270 0.12
280 0.13
290 0.14
300 0.16
310 0.17
320 0.17
330 0.20
340 0.23
350 0.23
360 0.26
370 0.28
380 0.33
390 0.33
400 0.34
410 0.39
420 0.39
430 0.44
440 0.46
450 0.53
460 0.53
470 0.62
480 0.65
490 0.65
500 0.65
510 0.73
520 0.79
530 0.82
540 0.91
550 0.91
560 0.96
570 1.05
580 1.01
590 1.06
600 1.15
610 1.23
620 1.41
630 1.31
640 1.50
650 1.50
660 1.58
670 1.62
680 1.77
690 1.86
700 1.86
710 1.97
720 2.11
730 2.16
740 2.03
750 2.24
760 2.41
770 2.46
780 2.68
790 2.77
800 2.87
810 3.03
820 3.02
830 3.16
840 3.21
850 3.40
860 3.43
870 3.30
880 3.51
890 3.83
900 3.70
910 3.97
920 4.01
930 4.27
940 4.52
950 4.42
960 4.34
970 4.94
980 4.93
990 4.97
1000 5.34
