100 100229
200 335086
300 643396
400 1035618
500 1576419
600 2144899
700 2784346
800 3525158
900 4384947
1000 5249833
1100 6409968
1200 7489315
1300 8817995
1400 9909270
1500 11222475
1600 12681338
1700 14028275
1800 15622346
1900 17138933
2000 18934321
2100 20782101
2200 22640313
2300 24636812
2400 26591193
2500 29017844
2600 30962355
2700 33515434
2800 35922549
2900 38793737
3000 41283084
3100 43487906
3200 46943323
3300 49378567
3400 52830776
3500 55804466
3600 58669213
3700 61351926
3800 64524395
3900 67806954
4000 71084185
4100 74922895
4200 78709767
4300 81606436
4400 85606319
4500 89842118
4600 93241650
4700 96889448
4800 100720270
4900 105592548
5000 109750285
5100 114656515
5200 117908274
5300 122507424
5400 126556842
5500 131787296
5600 135976039
5700 141009598
5800 146659506
5900 151087275
6000 155653725
