10 4998
20 28008
30 58229
40 87617
50 167802
60 221304
70 280744
80 292016
90 555928
100 745572
110 989699
120 1135039
130 1298638
140 1860296
150 1965965
160 2732794
170 2777541
180 3207332
190 3947913
200 4074302
210 6485790
220 5240631
230 5709746
240 6278855
250 9053083
260 8646740
270 8354115
280 11478507
290 11398921
300 13889870
310 13328759
320 14229235
330 16118557
340 18486364
350 18330810
360 24052327
370 23577632
380 20005353
390 26647184
400 30793626
410 33762030
420 33945052
430 35830632
440 37475935
450 39726629
460 44103322
470 44414007
480 47875181
490 41607775
500 49036766
510 52946905
520 54471948
530 59043737
540 62803282
550 71918625
560 76095010
570 59537840
580 78958179
590 83066846
600 84244009
610 84463449
620 103664062
630 97586733
640 93279605
650 102238031
660 119285691
670 118809203
680 122349974
690 127733980
700 118814202
710 144735274
720 137323644
730 145490592
740 150324192
750 143716734
760 169480585
770 154282822
780 180871893
790 190093375
800 184532587
810 191152264
820 198159646
830 224272714
840 197235217
850 239720994
860 215715757
870 228893545
880 242016648
890 255580171
900 274332508
910 269555803
920 291084556
930 282355547
940 279825238
950 295325024
960 339272380
970 308708409
980 337529502
990 368862103
1000 331438612
